sz	vz	raa	ref.vz(*10000)	nbar(*10000)	c-factor
45	2.20	180	1395.177714	1412.427244	1.012364
45	2.10	180	1395.940085	1412.427244	1.011811
45	2.00	180	1396.704548	1412.427244	1.011257
45	1.90	180	1397.471097	1412.427244	1.010702
45	1.80	180	1398.239730	1412.427244	1.010147
45	1.70	180	1399.010442	1412.427244	1.009590
45	1.60	180	1399.783229	1412.427244	1.009033
45	1.50	180	1400.558087	1412.427244	1.008475
45	1.40	180	1401.335014	1412.427244	1.007915
45	1.30	180	1402.114005	1412.427244	1.007355
45	1.20	180	1402.895056	1412.427244	1.006795
45	1.10	180	1403.678165	1412.427244	1.006233
45	1.00	180	1404.463328	1412.427244	1.005670
45	0.90	180	1405.250541	1412.427244	1.005107
45	0.80	180	1406.039802	1412.427244	1.004543
45	0.70	180	1406.831108	1412.427244	1.003978
45	0.60	180	1407.624454	1412.427244	1.003412
45	0.50	180	1408.419840	1412.427244	1.002845
45	0.40	180	1409.217260	1412.427244	1.002278
45	0.30	180	1410.016714	1412.427244	1.001710
45	0.20	180	1410.818197	1412.427244	1.001141
45	0.10	180	1411.621708	1412.427244	1.000571
45	0.00	0	1412.427244	1412.427244	1.000000
45	0.10	0	1413.234801	1412.427244	0.999429
45	0.20	0	1414.044379	1412.427244	0.998856
45	0.30	0	1414.855973	1412.427244	0.998283
45	0.40	0	1415.669582	1412.427244	0.997710
45	0.50	0	1416.485204	1412.427244	0.997135
45	0.60	0	1417.302837	1412.427244	0.996560
45	0.70	0	1418.122478	1412.427244	0.995984
45	0.80	0	1418.944124	1412.427244	0.995407
45	0.90	0	1419.767775	1412.427244	0.994830
45	1.00	0	1420.593428	1412.427244	0.994252
45	1.10	0	1421.421081	1412.427244	0.993673
45	1.20	0	1422.250732	1412.427244	0.993093
45	1.30	0	1423.082380	1412.427244	0.992513
45	1.40	0	1423.916023	1412.427244	0.991932
45	1.50	0	1424.751658	1412.427244	0.991350
45	1.60	0	1425.589285	1412.427244	0.990767
45	1.70	0	1426.428901	1412.427244	0.990184
45	1.80	0	1427.270506	1412.427244	0.989600
45	1.90	0	1428.114097	1412.427244	0.989016
45	2.00	0	1428.959674	1412.427244	0.988430
45	2.10	0	1429.807234	1412.427244	0.987845
45	2.20	0	1430.656777	1412.427244	0.987258
45	2.30	0	1431.508301	1412.427244	0.986671
45	2.40	0	1432.361805	1412.427244	0.986083
45	2.50	0	1433.217288	1412.427244	0.985494
45	2.60	0	1434.074748	1412.427244	0.984905
45	2.70	0	1434.934184	1412.427244	0.984315
45	2.80	0	1435.795596	1412.427244	0.983724
45	2.90	0	1436.658982	1412.427244	0.983133
45	3.00	0	1437.524342	1412.427244	0.982541
45	3.10	0	1438.391673	1412.427244	0.981949
45	3.20	0	1439.260977	1412.427244	0.981356
45	3.30	0	1440.132251	1412.427244	0.980762
45	3.40	0	1441.005495	1412.427244	0.980168
45	3.50	0	1441.880708	1412.427244	0.979573
45	3.60	0	1442.757889	1412.427244	0.978977
45	3.70	0	1443.637039	1412.427244	0.978381
45	3.80	0	1444.518155	1412.427244	0.977784
45	3.90	0	1445.401238	1412.427244	0.977187
45	4.00	0	1446.286286	1412.427244	0.976589
45	4.10	0	1447.173300	1412.427244	0.975990
45	4.20	0	1448.062279	1412.427244	0.975391
45	4.30	0	1448.953223	1412.427244	0.974791
45	4.40	0	1449.846130	1412.427244	0.974191
45	4.50	0	1450.741002	1412.427244	0.973590
45	4.60	0	1451.637837	1412.427244	0.972989
45	4.70	0	1452.536634	1412.427244	0.972387
45	4.80	0	1453.437395	1412.427244	0.971784
45	4.90	0	1454.340119	1412.427244	0.971181
45	5.00	0	1455.244805	1412.427244	0.970577
45	5.10	0	1456.151453	1412.427244	0.969973
45	5.20	0	1457.060064	1412.427244	0.969368
45	5.30	0	1457.970637	1412.427244	0.968762
45	5.40	0	1458.883172	1412.427244	0.968157
45	5.50	0	1459.797670	1412.427244	0.967550
45	5.60	0	1460.714130	1412.427244	0.966943
45	5.70	0	1461.632552	1412.427244	0.966335
45	5.80	0	1462.552937	1412.427244	0.965727
45	5.90	0	1463.475284	1412.427244	0.965119
45	6.00	0	1464.399594	1412.427244	0.964509
45	6.10	0	1465.325867	1412.427244	0.963900
45	6.20	0	1466.254104	1412.427244	0.963290
45	6.30	0	1467.184304	1412.427244	0.962679
45	6.40	0	1468.116468	1412.427244	0.962068
45	6.50	0	1469.050597	1412.427244	0.961456
45	6.60	0	1469.986690	1412.427244	0.960844
45	6.70	0	1470.924748	1412.427244	0.960231
45	6.80	0	1471.864772	1412.427244	0.959618
45	6.90	0	1472.806762	1412.427244	0.959004
45	7.00	0	1473.750719	1412.427244	0.958390
45	7.10	0	1474.696642	1412.427244	0.957775
45	7.20	0	1475.644534	1412.427244	0.957160
45	7.30	0	1476.594394	1412.427244	0.956544
45	7.40	0	1477.546222	1412.427244	0.955928
45	7.50	0	1478.500021	1412.427244	0.955311
45	7.60	0	1479.455790	1412.427244	0.954694
45	7.70	0	1480.413530	1412.427244	0.954076
45	7.80	0	1481.373242	1412.427244	0.953458
