sz	vz	raa	ref.vz(*10000)	nbar(*10000)	c-factor
30	0.10	0	2815.859718	2814.321742	0.999454
30	0.20	0	2817.399356	2814.321742	0.998908
30	0.30	0	2818.940652	2814.321742	0.998361
30	0.40	0	2820.483602	2814.321742	0.997815
30	0.50	0	2822.028204	2814.321742	0.997269
30	0.60	0	2823.574454	2814.321742	0.996723
30	0.70	0	2825.122348	2814.321742	0.996177
30	0.80	0	2826.671883	2814.321742	0.995631
30	0.90	0	2828.223056	2814.321742	0.995085
30	1.00	0	2829.775862	2814.321742	0.994539
30	1.10	0	2831.330299	2814.321742	0.993993
30	1.20	0	2832.886363	2814.321742	0.993447
30	1.30	0	2834.444051	2814.321742	0.992901
30	1.40	0	2836.003359	2814.321742	0.992355
30	1.50	0	2837.564285	2814.321742	0.991809
30	1.60	0	2839.126824	2814.321742	0.991263
30	1.70	0	2840.690974	2814.321742	0.990717
30	1.80	0	2842.256731	2814.321742	0.990172
30	1.90	0	2843.824091	2814.321742	0.989626
30	2.00	0	2845.393052	2814.321742	0.989080
30	2.10	0	2846.963611	2814.321742	0.988534
30	2.20	0	2848.535763	2814.321742	0.987989
30	2.30	0	2850.109506	2814.321742	0.987443
30	2.40	0	2851.684836	2814.321742	0.986898
30	2.50	0	2853.261751	2814.321742	0.986352
30	2.60	0	2854.840247	2814.321742	0.985807
30	2.70	0	2856.420320	2814.321742	0.985262
30	2.80	0	2858.001968	2814.321742	0.984717
30	2.90	0	2859.585188	2814.321742	0.984171
30	3.00	0	2861.169976	2814.321742	0.983626
30	3.10	0	2862.756329	2814.321742	0.983081
30	3.20	0	2864.344244	2814.321742	0.982536
30	3.30	0	2865.933717	2814.321742	0.981991
30	3.40	0	2867.524747	2814.321742	0.981446
30	3.50	0	2869.117329	2814.321742	0.980902
30	3.60	0	2870.711461	2814.321742	0.980357
30	3.70	0	2872.307139	2814.321742	0.979812
30	3.80	0	2873.904360	2814.321742	0.979268
30	3.90	0	2875.503122	2814.321742	0.978723
30	4.00	0	2877.103421	2814.321742	0.978179
30	4.10	0	2878.705255	2814.321742	0.977635
30	4.20	0	2880.308619	2814.321742	0.977090
30	4.30	0	2881.913512	2814.321742	0.976546
30	4.40	0	2883.519930	2814.321742	0.976002
30	4.50	0	2885.127870	2814.321742	0.975458
30	4.60	0	2886.737329	2814.321742	0.974914
30	4.70	0	2888.348304	2814.321742	0.974371
30	4.80	0	2889.960793	2814.321742	0.973827
30	4.90	0	2891.574792	2814.321742	0.973283
30	5.00	0	2893.190299	2814.321742	0.972740
30	5.10	0	2894.807310	2814.321742	0.972197
30	5.20	0	2896.425822	2814.321742	0.971653
30	5.30	0	2898.045834	2814.321742	0.971110
30	5.40	0	2899.667341	2814.321742	0.970567
30	5.50	0	2901.290341	2814.321742	0.970024
30	5.60	0	2902.914831	2814.321742	0.969481
30	5.70	0	2904.540808	2814.321742	0.968939
30	5.80	0	2906.168270	2814.321742	0.968396
30	5.90	0	2907.797213	2814.321742	0.967854
30	6.00	0	2909.427634	2814.321742	0.967311
30	6.10	0	2911.059532	2814.321742	0.966769
30	6.20	0	2912.692903	2814.321742	0.966227
30	6.30	0	2914.327743	2814.321742	0.965685
30	6.40	0	2915.964052	2814.321742	0.965143
30	6.50	0	2917.601825	2814.321742	0.964601
30	6.60	0	2919.241060	2814.321742	0.964059
30	6.70	0	2920.881754	2814.321742	0.963518
30	6.80	0	2922.523905	2814.321742	0.962976
30	6.90	0	2924.167510	2814.321742	0.962435
30	7.00	0	2925.812566	2814.321742	0.961894
30	7.10	0	2927.459069	2814.321742	0.961353
30	7.20	0	2929.107019	2814.321742	0.960812
30	7.30	0	2930.756412	2814.321742	0.960271
30	7.40	0	2932.407245	2814.321742	0.959731
30	7.50	0	2934.059515	2814.321742	0.959190
30	7.60	0	2935.713220	2814.321742	0.958650
30	7.70	0	2937.368358	2814.321742	0.958110
30	7.80	0	2939.024926	2814.321742	0.957570
