sz	vz	raa	ref.vz(*10000)	nbar(*10000)	c-factor
0	1.70	0	1681.326455	1690.000004	1.005159
0	1.80	0	1680.810223	1690.000004	1.005467
0	1.90	0	1680.293331	1690.000004	1.005777
0	2.00	0	1679.775780	1690.000004	1.006087
0	2.10	0	1679.257572	1690.000004	1.006397
0	2.20	0	1678.738709	1690.000004	1.006708
0	2.30	0	1678.219191	1690.000004	1.007020
0	2.40	0	1677.699020	1690.000004	1.007332
0	2.50	0	1677.178197	1690.000004	1.007645
0	2.60	0	1676.656725	1690.000004	1.007958
0	2.70	0	1676.134604	1690.000004	1.008272
0	2.80	0	1675.611836	1690.000004	1.008587
0	2.90	0	1675.088422	1690.000004	1.008902
0	3.00	0	1674.564364	1690.000004	1.009218
0	3.10	0	1674.039662	1690.000004	1.009534
0	3.20	0	1673.514319	1690.000004	1.009851
0	3.30	0	1672.988336	1690.000004	1.010168
0	3.40	0	1672.461714	1690.000004	1.010487
0	3.50	0	1671.934454	1690.000004	1.010805
0	3.60	0	1671.406559	1690.000004	1.011124
0	3.70	0	1670.878029	1690.000004	1.011444
0	3.80	0	1670.348865	1690.000004	1.011765
0	3.90	0	1669.819069	1690.000004	1.012086
0	4.00	0	1669.288643	1690.000004	1.012407
0	4.10	0	1668.757588	1690.000004	1.012729
0	4.20	0	1668.225905	1690.000004	1.013052
0	4.30	0	1667.693595	1690.000004	1.013376
0	4.40	0	1667.160660	1690.000004	1.013700
0	4.50	0	1666.627101	1690.000004	1.014024
0	4.60	0	1666.092920	1690.000004	1.014349
0	4.70	0	1665.558117	1690.000004	1.014675
0	4.80	0	1665.022695	1690.000004	1.015001
0	4.90	0	1664.486654	1690.000004	1.015328
0	5.00	0	1663.949996	1690.000004	1.015656
0	5.10	0	1663.412723	1690.000004	1.015984
0	5.20	0	1662.874834	1690.000004	1.016312
0	5.30	0	1662.336333	1690.000004	1.016641
0	5.40	0	1661.797220	1690.000004	1.016971
0	5.50	0	1661.257496	1690.000004	1.017302
0	5.60	0	1660.717162	1690.000004	1.017633
0	5.70	0	1660.176221	1690.000004	1.017964
0	5.80	0	1659.634674	1690.000004	1.018296
0	5.90	0	1659.092520	1690.000004	1.018629
0	6.00	0	1658.549763	1690.000004	1.018962
0	6.10	0	1658.006403	1690.000004	1.019296
0	6.20	0	1657.462442	1690.000004	1.019631
0	6.30	0	1656.917880	1690.000004	1.019966
0	6.40	0	1656.372719	1690.000004	1.020302
0	6.50	0	1655.826961	1690.000004	1.020638
0	6.60	0	1655.280606	1690.000004	1.020975
0	6.70	0	1654.733656	1690.000004	1.021312
0	6.80	0	1654.186112	1690.000004	1.021650
0	6.90	0	1653.637976	1690.000004	1.021989
0	7.00	0	1653.089249	1690.000004	1.022328
0	7.10	0	1652.539931	1690.000004	1.022668
0	7.20	0	1651.990024	1690.000004	1.023009
0	7.30	0	1651.439530	1690.000004	1.023350
0	7.40	0	1650.888450	1690.000004	1.023691
0	7.50	0	1650.336784	1690.000004	1.024033
0	7.60	0	1649.784535	1690.000004	1.024376
0	7.70	0	1649.231703	1690.000004	1.024720
0	7.80	0	1648.678289	1690.000004	1.025064
